"participant","leaveoutindex","environment","context","kError","beta","tau"
107,3,"Smooth","Spatial",6.01312712334498,0.279385656842176,0.00673794699908685
107,5,"Smooth","Spatial",5.83901076355445,0.290181006400933,0.00673794699908755
107,7,"Smooth","Spatial",5.76667574769972,0.290447120959425,0.0067379469990858
107,4,"Smooth","Spatial",5.81044219707601,0.290103444881161,0.00673794699908597
107,8,"Smooth","Spatial",5.79634834196061,0.291299996538777,0.0067379469990901
107,9,"Smooth","Spatial",5.69463830054722,0.29107082293109,0.00673794699908575
109,8,"Rough","Conceptual",1.12240432216428,0.00673794699910135,0.106515667854825
109,9,"Rough","Conceptual",1.10781503679367,0.0067379469990858,0.112765688984975
109,1,"Rough","Conceptual",1.45903476089124,0.00673794699909166,0.106123006886566
109,5,"Rough","Conceptual",1.02839417251002,0.0067379469990897,0.117288800822058
109,2,"Rough","Conceptual",1.15438302111913,0.00673794699908886,0.115590042214587
109,3,"Rough","Conceptual",1.18901555839358,0.0067379469990864,0.111651240573112
109,4,"Rough","Conceptual",1.12996687581857,0.00673794699908593,0.112297797685488
109,6,"Rough","Conceptual",1.10698668131514,0.00673794699908562,0.112191104504003
109,7,"Rough","Conceptual",0.75413155429562,0.00673794699908585,0.116834159412788
109,8,"Rough","Spatial",11.4135141134528,0.00673794699910023,0.0112388647089531
109,9,"Rough","Spatial",11.7383219702373,0.0067379470150816,0.0112487179471614
109,1,"Rough","Spatial",5.63224228296322,0.00673794699909382,0.0385598656121816
109,5,"Rough","Spatial",7.34655631209755,0.00673794699910885,0.0223662909685978
109,2,"Rough","Spatial",15.9917730501707,0.00673794699908576,0.00673794699909659
109,3,"Rough","Spatial",15.5914924677833,0.00673794699912135,0.00673794699913113
109,4,"Rough","Spatial",7.36388316948855,0.00673794699923126,0.0223747383257666
109,6,"Rough","Spatial",15.6606888890304,0.00673794699939028,0.00673794700011573
109,7,"Rough","Spatial",6.80875256611845,0.00673794699908783,0.0242915587418021
11,3,"Smooth","Conceptual",2.5466312456986,0.00673794699923875,0.0635899721637938
11,7,"Smooth","Conceptual",2.78697410888583,0.0415489869550534,0.054371124980654
11,4,"Smooth","Conceptual",2.12598957771898,0.0687405374928794,0.0479010209782442
11,5,"Smooth","Conceptual",2.67998028783216,0.0404201977932753,0.0564663716500641
11,2,"Smooth","Conceptual",2.47727348878598,0.0179519236278741,0.0631519080377408
11,8,"Smooth","Conceptual",2.72542513296336,0.0592228351952674,0.0511779678024397
11,9,"Smooth","Conceptual",2.74422368515035,0.00673794699908566,0.0598364306390748
11,6,"Smooth","Conceptual",2.84868606836555,0.0390147277580819,0.0541371850789868
11,1,"Smooth","Conceptual",2.37126234912515,0.00673794699965566,0.0650774579447123
11,3,"Smooth","Spatial",2.42255438131937,0.00673794699908796,0.069753431091492
11,7,"Smooth","Spatial",2.17455377921487,0.00783505659874889,0.0666293732959776
11,4,"Smooth","Spatial",2.36250209909271,0.00673794699908555,0.0725345792134146
11,5,"Smooth","Spatial",2.50740573879034,0.00673794699908633,0.0686635679846798
11,2,"Smooth","Spatial",2.52114653700587,0.0561150695202717,0.058218226609197
11,8,"Smooth","Spatial",2.44031323886914,0.00673794699909144,0.0720957657628461
11,9,"Smooth","Spatial",2.41074500983419,0.00673794699908571,0.0710381027957712
11,6,"Smooth","Spatial",2.45995615505755,0.00673794699908572,0.0693312628769625
11,1,"Smooth","Spatial",2.4516859150019,0.00673794699908759,0.0690539591582048
110,1,"Rough","Conceptual",1.431151006762,0.00673794699908554,0.0733771795297629
110,8,"Rough","Conceptual",1.78861152335957,0.00673794699908622,0.0658083298633083
110,9,"Rough","Conceptual",1.49334800030932,0.00673794699908565,0.0723703648305519
110,2,"Rough","Conceptual",1.51446380764628,0.00673794699908553,0.0739856150995444
110,3,"Rough","Conceptual",1.65790343232878,0.00673794699908572,0.0684621739019837
110,4,"Rough","Conceptual",1.62502125761416,0.0067379469990855,0.0694014052304495
110,6,"Rough","Conceptual",1.5015314862072,0.0067379469990855,0.0730929597304374
110,7,"Rough","Conceptual",1.59266956773919,0.00673794699908552,0.0670719793953203
110,5,"Rough","Conceptual",1.51539371542966,0.00673794699908565,0.0726593182669612
110,1,"Rough","Spatial",3.07878835806875,0.0758706157186784,0.0366912367248001
110,8,"Rough","Spatial",2.93516230547903,0.0734999342135152,0.0383740038419907
110,9,"Rough","Spatial",3.97972892980449,0.118357737455019,0.0235594658875104
110,2,"Rough","Spatial",3.40287488269658,0.192163237975649,0.0197374791336014
110,3,"Rough","Spatial",2.76192732647339,0.0703275277392064,0.0389738286280898
110,4,"Rough","Spatial",3.08390311224938,0.0763643024047256,0.0365455578424625
110,6,"Rough","Spatial",3.22259782963215,0.0771061785698333,0.0345537723760361
110,7,"Rough","Spatial",2.61737931309127,0.0671219571512137,0.0405730178100376
110,5,"Rough","Spatial",2.89858588156057,0.060971776249613,0.0375266426876989
111,6,"Smooth","Conceptual",2.06128302523533,0.00673794699909868,0.0778990494523617
111,7,"Smooth","Conceptual",2.36842187502761,0.00673794699909325,0.0722966286759443
111,8,"Smooth","Conceptual",2.15430977944163,0.00673794699908555,0.0749366578821347
111,1,"Smooth","Conceptual",2.11682967836088,0.00673794699908653,0.0780142388813067
111,2,"Smooth","Conceptual",2.3188700429184,0.0734090419234243,0.0584831347237123
111,3,"Smooth","Conceptual",2.26595611641901,0.00673794699908628,0.0763521423574338
111,4,"Smooth","Conceptual",2.27958209276204,0.00673794699908616,0.0756735903075515
111,5,"Smooth","Conceptual",2.32739536738169,0.00673794699908674,0.0729865620054282
111,9,"Smooth","Conceptual",2.21210696616405,0.00673794699908826,0.0778933864707072
111,6,"Smooth","Spatial",3.38726200807805,0.149321024286652,0.0315944968304824
111,7,"Smooth","Spatial",3.25431668428959,0.146150987086084,0.0337670345572313
111,8,"Smooth","Spatial",2.95621578030514,0.142253526403395,0.0374456560768291
111,1,"Smooth","Spatial",3.14354548290539,0.157754756832557,0.0322672257682331
111,2,"Smooth","Spatial",2.83151020052662,0.135058772109265,0.038849883774357
111,3,"Smooth","Spatial",3.11065357051988,0.154859301247768,0.0323151670418973
111,4,"Smooth","Spatial",2.86037389674882,0.146480201102861,0.0349906429441549
111,5,"Smooth","Spatial",3.00989917656806,0.179671445522342,0.0285289739727464
111,9,"Smooth","Spatial",3.00910971333155,0.128199971997475,0.0391798685718299
114,1,"Rough","Conceptual",2.09775157891304,0.00673794699908547,0.0589134421600737
114,2,"Rough","Conceptual",1.87168916334492,0.0067379469990855,0.0551756716863115
114,3,"Rough","Conceptual",2.26050747306751,0.00673794699908575,0.0513388650632421
114,4,"Rough","Conceptual",2.00240374543215,0.00673794699908547,0.0584732818029826
114,5,"Rough","Conceptual",1.72350088262674,0.00673794699908547,0.0576147165231406
114,6,"Rough","Conceptual",1.92417522305678,0.00673794699908547,0.0603611671551292
114,7,"Rough","Conceptual",2.1830867055378,0.00673794699908553,0.0577916294835601
114,8,"Rough","Conceptual",1.99983436414948,0.00673794699908577,0.0569806865617496
114,9,"Rough","Conceptual",1.8222569118313,0.00673794699908552,0.061542747255121
114,1,"Rough","Spatial",4.55042218335186,0.16923419807169,0.0225977326595712
114,2,"Rough","Spatial",4.17185523115966,0.131723792755598,0.0279919459633061
114,3,"Rough","Spatial",3.50186010502328,0.127443738976348,0.0326629872445012
114,4,"Rough","Spatial",3.68764683697566,0.161209542977317,0.0252239502572465
114,5,"Rough","Spatial",3.80003556056378,0.147273025589991,0.0280863538222092
114,6,"Rough","Spatial",3.77678318479943,0.129514737636332,0.0313060876923605
114,7,"Rough","Spatial",4.06764682705379,0.125721279819804,0.0299602838569486
114,8,"Rough","Spatial",3.50670104110467,0.145531930013813,0.0310132325924951
114,9,"Rough","Spatial",3.9116763939883,0.140325782398907,0.0289420106525974
117,1,"Rough","Conceptual",1.86099081397216,0.00673794699908549,0.0676520295511211
117,3,"Rough","Conceptual",1.96767058154743,0.00673794699908547,0.0691287690036865
117,4,"Rough","Conceptual",1.88542333796897,0.00673794699908552,0.0634268148539817
117,2,"Rough","Conceptual",1.77325687571367,0.0067379469990855,0.0732026172295929
117,8,"Rough","Conceptual",1.86183707419885,0.00673794699908569,0.0702287987366318
117,9,"Rough","Conceptual",2.06550066699436,0.00673794699908547,0.066511126919592
117,5,"Rough","Conceptual",2.04144016695056,0.00673794699908554,0.0676646201328981
117,6,"Rough","Conceptual",2.22171271085779,0.00673794699908563,0.059838653213637
117,7,"Rough","Conceptual",1.73957185136894,0.00673794699908547,0.0701160788408559
117,1,"Rough","Spatial",0.923630730518734,0.00673794699908547,0.0849714802082232
117,3,"Rough","Spatial",1.0461945244621,0.00673794699908547,0.0832021441376984
117,4,"Rough","Spatial",0.979554534766935,0.00673794699908547,0.0888122817557408
117,2,"Rough","Spatial",1.20608829039321,0.00673794699908547,0.0809869114066885
117,8,"Rough","Spatial",0.995433008030311,0.00673794699908549,0.0923878221556341
117,9,"Rough","Spatial",1.09024429776923,0.0067379469990855,0.0835344037807893
117,5,"Rough","Spatial",1.06455882483301,0.00673794699908548,0.0853007547301206
117,6,"Rough","Spatial",1.05704530901265,0.00673794699908548,0.0855256430240509
117,7,"Rough","Spatial",0.944222772959938,0.00673794699908547,0.0909097361448891
118,4,"Rough","Conceptual",2.11697000269031,0.00673794699908553,0.0532488263651013
118,1,"Rough","Conceptual",1.61358686747358,0.00673794699908555,0.0603850578800711
118,2,"Rough","Conceptual",1.87080899233982,0.00673794699908547,0.0575759633999819
118,3,"Rough","Conceptual",1.82834022564721,0.00673794699908549,0.0578478685322301
118,5,"Rough","Conceptual",1.87904882057818,0.00673794699908547,0.0555567809619463
118,6,"Rough","Conceptual",1.54818250940513,0.00673794699908547,0.0583284165459576
118,7,"Rough","Conceptual",1.85208648293036,0.00673794699908552,0.0575971238439127
118,8,"Rough","Conceptual",1.89723963478494,0.006737946999086,0.0576040505844555
118,9,"Rough","Conceptual",2.27813877280049,0.0067379469990855,0.0470836700781954
118,4,"Rough","Spatial",2.39507210785058,0.10245802836934,0.0450441405768897
118,1,"Rough","Spatial",2.58347665983683,0.0379975334471642,0.053868632572475
118,2,"Rough","Spatial",2.49199495948149,0.0428799495772876,0.0547196462932888
118,3,"Rough","Spatial",2.42517601289266,0.0710804945862684,0.0499854518913943
118,5,"Rough","Spatial",2.65308891716606,0.0444517273102901,0.0501203941904274
118,6,"Rough","Spatial",2.33140656907886,0.0385970942796907,0.0572349976373535
118,7,"Rough","Spatial",2.28397025295224,0.0402190936798246,0.0575588123787636
118,8,"Rough","Spatial",2.24385725798297,0.0481305613062968,0.0573038525984763
118,9,"Rough","Spatial",2.06148290807241,0.0579375434244475,0.0572381149796951
119,8,"Smooth","Conceptual",3.67008907240082,0.00673794699909848,0.0374594776359842
119,9,"Smooth","Conceptual",4.71810145784022,0.00673794699917249,0.0307423973295057
119,1,"Smooth","Conceptual",3.29123903587839,0.00725851349297321,0.0458075995076877
119,7,"Smooth","Conceptual",4.08267874297337,0.00673794699914547,0.0338006418305969
119,3,"Smooth","Conceptual",4.73246908028988,0.00673794699912558,0.030593123518781
119,4,"Smooth","Conceptual",4.54204468308297,0.00673794699916727,0.0318087630810036
119,5,"Smooth","Conceptual",5.20443621747756,0.00673794699939614,0.0258894932125655
119,2,"Smooth","Conceptual",4.9159333101012,0.00673794699909009,0.0254548427777154
119,6,"Smooth","Conceptual",4.32865789051529,0.00673794699909019,0.0344982442483858
119,8,"Smooth","Spatial",4.23682201332036,0.181378501659073,0.0195218124184641
119,9,"Smooth","Spatial",3.92641940226112,0.137840981864455,0.0251579781452678
119,1,"Smooth","Spatial",3.99663562318415,0.143171074091061,0.0247262006826527
119,7,"Smooth","Spatial",3.88510435528947,0.160314350117496,0.023733742829261
119,3,"Smooth","Spatial",4.07384457666076,0.152770288537794,0.0235370501207115
119,4,"Smooth","Spatial",4.62425811915587,0.230537099724234,0.0131387878287945
119,5,"Smooth","Spatial",4.15865061166183,0.15100254840586,0.0232457745219601
119,2,"Smooth","Spatial",8.3865636745756,0.139364453184915,0.00766139354302587
119,6,"Smooth","Spatial",3.95066512740553,0.143108114259469,0.0247630046144784
12,1,"Smooth","Conceptual",1.87150825718508,0.00673794699908675,0.0739203377495078
12,3,"Smooth","Conceptual",1.92883132109901,0.00673794699908549,0.0759017962467817
12,4,"Smooth","Conceptual",1.7483661423912,0.00673794699908556,0.0815665497235649
12,5,"Smooth","Conceptual",1.91051116786399,0.00673794699908561,0.0758214846275166
12,7,"Smooth","Conceptual",1.92312099446568,0.0107180567524139,0.076557327673416
12,8,"Smooth","Conceptual",1.94520295485445,0.00673794699908578,0.0768253075451347
12,9,"Smooth","Conceptual",1.74644940070382,0.00673794699908551,0.0754185530616167
12,6,"Smooth","Conceptual",1.90401986179704,0.00673794699908563,0.0779316809576476
12,2,"Smooth","Conceptual",1.8543692303559,0.0067379469990855,0.0755685498692827
12,1,"Smooth","Spatial",2.15036456472457,0.0201115166050737,0.0600583209103242
12,3,"Smooth","Spatial",2.2863265065083,0.0100080757987507,0.0621744878080492
12,4,"Smooth","Spatial",2.22317262390687,0.0191388281551134,0.0588426657782924
12,5,"Smooth","Spatial",2.17092132312045,0.0237772254838482,0.0628315904552981
12,7,"Smooth","Spatial",2.34541780317147,0.016267207426608,0.0602278636037554
12,8,"Smooth","Spatial",2.29703990479392,0.0530700874559397,0.0552831461900503
12,9,"Smooth","Spatial",2.4396245244416,0.0189809075635373,0.0566930661418575
12,6,"Smooth","Spatial",2.21178216336006,0.0247465465759688,0.0609954062132802
12,2,"Smooth","Spatial",2.03621282880374,0.0160250357811164,0.0631643148917258
120,1,"Smooth","Conceptual",2.20969294029458,0.00673794699908553,0.107106647819871
120,2,"Smooth","Conceptual",2.64216121102459,0.00673794699908934,0.0810314296903136
120,3,"Smooth","Conceptual",2.89680797324483,0.006737946999086,0.0764059516629437
120,4,"Smooth","Conceptual",3.71868132440535,0.00673794699908712,0.0627515596130031
120,5,"Smooth","Conceptual",2.00744457798347,0.00673794699908555,0.0884678098871509
120,6,"Smooth","Conceptual",3.39066638968727,0.00673794699908558,0.0722620790538867
120,7,"Smooth","Conceptual",2.91271126264313,0.00673794699908563,0.0763612468261329
120,8,"Smooth","Conceptual",2.84000407218707,0.00673794699908574,0.0787784381625117
120,9,"Smooth","Conceptual",2.90830752930944,0.00673794699908547,0.0785642194082024
120,1,"Smooth","Spatial",4.83122080949955,0.270524455027441,0.0086882260752731
120,2,"Smooth","Spatial",4.68450006105855,0.258865272801881,0.0101876969477281
120,3,"Smooth","Spatial",4.3452738865492,0.250569313366985,0.0115391741928305
120,4,"Smooth","Spatial",4.36587890940608,0.251945200014294,0.0115080142236959
120,5,"Smooth","Spatial",4.51302992236919,0.256747824484043,0.010774367523333
120,6,"Smooth","Spatial",4.68824594058195,0.267349755936775,0.00970688550772695
120,7,"Smooth","Spatial",4.39163797712128,0.237360533212992,0.0130437008303926
120,8,"Smooth","Spatial",4.49322855638763,0.258874618542444,0.0107527601553037
120,9,"Smooth","Spatial",5.37296875089605,0.286245612366519,0.00673794699908585
121,1,"Rough","Conceptual",2.95564418438875,0.00673794699908902,0.0574664682453686
121,5,"Rough","Conceptual",2.67460383764517,0.00673794699912362,0.0631928326838204
121,2,"Rough","Conceptual",2.21939992519512,0.0855640534809198,0.0463306664980676
121,3,"Rough","Conceptual",2.58969903748628,0.00935059978611863,0.0647044595235604
121,6,"Rough","Conceptual",2.45862467387295,0.00673794699908556,0.0644629179851281
121,7,"Rough","Conceptual",2.68337473234138,0.00673794699908574,0.0596542429136275
121,4,"Rough","Conceptual",2.67192534948488,0.00673794699908684,0.0631430799523477
121,8,"Rough","Conceptual",2.97513302899545,0.0067379469990883,0.0566371955797826
121,9,"Rough","Conceptual",2.74566589887401,0.00673794699908641,0.0601620628671136
121,1,"Rough","Spatial",8.52447482492567,0.158695844612923,0.0067379469991068
121,5,"Rough","Spatial",11.5866029717275,0.00673794699930656,0.00673794699927063
121,2,"Rough","Spatial",11.5919706950938,0.00673794699908701,0.00673794699911315
121,3,"Rough","Spatial",11.6563073061913,0.00705835797068453,0.00673794699908641
121,6,"Rough","Spatial",11.4888214126906,0.00673794699961285,0.00673794699908909
121,7,"Rough","Spatial",11.6790604828237,0.00673794699914176,0.0067379469990862
121,4,"Rough","Spatial",11.5821959150186,0.00673794699914416,0.00673794699908978
121,8,"Rough","Spatial",11.5603363973533,0.00673794699909646,0.00673794699909848
121,9,"Rough","Spatial",11.4379990590403,0.0067379469991976,0.00673794699908737
122,8,"Rough","Conceptual",2.69417761878848,0.0308035056862955,0.0513771114761666
122,9,"Rough","Conceptual",2.97461778389086,0.0508553342714588,0.0451312153875349
122,1,"Rough","Conceptual",2.99334673867913,0.0314211351287754,0.0475349269526322
122,2,"Rough","Conceptual",2.73731986144333,0.0343348395688872,0.0479297123996731
122,5,"Rough","Conceptual",2.98475576759953,0.0303972256485719,0.0484584134527057
122,6,"Rough","Conceptual",2.7743820393257,0.00904749257298859,0.0533631579170006
122,3,"Rough","Conceptual",3.95780438091742,0.038528572233335,0.0334774557214403
122,4,"Rough","Conceptual",2.85277277076746,0.0336020473915447,0.0479502662905871
122,7,"Rough","Conceptual",2.94040835957197,0.0336911633763722,0.0486077895900133
122,8,"Rough","Spatial",3.63795520273188,0.195991633763102,0.0184595769641303
122,9,"Rough","Spatial",5.24066965326752,0.243216233501124,0.00844740033722892
122,1,"Rough","Spatial",3.42732216256771,0.210132874680661,0.0159940026020042
122,2,"Rough","Spatial",3.42800497151587,0.19101224902949,0.0198200451901753
122,5,"Rough","Spatial",3.64802882588015,0.195276204539556,0.0184410110176185
122,6,"Rough","Spatial",3.6415248424742,0.194829945079858,0.018481200826325
122,3,"Rough","Spatial",3.18481003223867,0.182654038547749,0.0209265439074678
122,4,"Rough","Spatial",3.37203595469851,0.188324569269227,0.0201192494089865
122,7,"Rough","Spatial",3.65961856485352,0.199057213578515,0.0180751645448115
123,1,"Smooth","Conceptual",2.10944826751321,0.111358224678797,0.0593838705325468
123,2,"Smooth","Conceptual",2.22545213832868,0.1043355068905,0.0604336307232112
